date,price,year,month,quarter,month_sin,month_cos,lag_1,lag_2,lag_3,lag_6,lag_12,roll_mean_3,roll_std_3,roll_mean_6,roll_std_6,roll_mean_12,roll_std_12,momentum_1,momentum_3,pct_change_1,pct_change_3,ewm_3,ewm_6,price_to_roll3,price_to_roll12,volatility_3
1962-07-01,35.23,1962,7,3,-0.4999999999999997,-0.8660254037844388,35.23,35.23,35.23,35.23,35.25,35.23,0.0,35.23,0.0,35.24,0.010444659347589879,0.0,0.0,0.0,0.0,35.23031257613562,35.232696031575855,1.0,0.999716231555051,0.0
1962-08-01,35.23,1962,8,3,-0.8660254037844385,-0.5000000000000004,35.23,35.23,35.23,35.23,35.25,35.23,0.0,35.23,0.0,35.23833333333334,0.010298573001000327,0.0,0.0,0.0,0.0,35.2301562880678,35.2319257368399,1.0,0.9997635151113842,0.0
1962-09-01,35.23,1962,9,3,-1.0,-1.8369701987210297e-16,35.23,35.23,35.23,35.23,35.25,35.23,0.0,35.23,0.0,35.236666666666665,0.009847319268007275,0.0,0.0,0.0,0.0,35.2300781440339,35.23137552631421,1.0,0.9998108031406678,0.0
1962-10-01,35.23,1962,10,4,-0.8660254037844386,0.5000000000000001,35.23,35.23,35.23,35.23,35.25,35.23,0.0,35.23,0.0,35.235,0.009045340326079501,0.0,0.0,0.0,0.0,35.23003907201695,35.23098251879586,1.0,0.9998580956435362,0.0
1962-11-01,35.23,1962,11,4,-0.5000000000000004,0.8660254037844384,35.23,35.23,35.23,35.23,35.25,35.23,0.0,35.23,0.0,35.23333333333333,0.007784989428543297,0.0,0.0,0.0,0.0,35.23001953600847,35.2307017991399,1.0,0.9999053926206245,0.0
1962-12-01,35.23,1962,12,4,-2.4492935982947064e-16,1.0,35.23,35.23,35.23,35.23,35.25,35.23,0.0,35.23,0.0,35.23166666666666,0.005773502674274948,0.0,0.0,0.0,0.0,35.23000976800424,35.230501285099926,1.0,0.9999526940725674,0.0
1963-01-01,35.09,1963,1,1,0.49999999999999994,0.8660254037844387,35.23,35.23,35.23,35.23,35.23,35.23,0.0,35.23,0.0,35.23,0.0,-0.13999999999999346,-0.13999999999999346,-0.003973885892704865,-0.003973885892704865,35.23000488400211,35.23035806078566,0.9960261141072951,0.9960261141072951,0.0
1963-02-01,35.09,1963,2,1,0.8660254037844386,0.5000000000000001,35.09,35.23,35.23,35.23,35.23,35.18333333333334,0.08082903768536423,35.20666666666667,0.057154760680271637,35.21833333333333,0.04041451884076112,0.0,-0.13999999999999346,0.0,-0.003973885892704865,35.16000244200106,35.190255757704044,0.9973472288015158,0.9963560645497139,0.08082903768536423
1963-03-01,35.09,1963,3,1,1.0,6.123233995736766e-17,35.09,35.09,35.23,35.23,35.23,35.13666666666666,0.08082903768537038,35.18333333333333,0.0722956891412898,35.20666666666667,0.054494926089445506,0.0,-0.13999999999999346,0.0,-0.003973885892704865,35.12500122100053,35.16161125550289,0.9986718527653925,0.9966862336678659,0.08082903768537038
1963-04-01,35.09,1963,4,2,0.8660254037844387,-0.4999999999999998,35.09,35.09,35.09,35.23,35.23,35.09,0.0,35.16,0.07668115806208406,35.195,0.06331738235973074,0.0,0.0,0.0,0.0,35.10750061050027,35.14115089678778,1.0,0.9970166216792159,0.0
1963-05-01,35.09,1963,5,2,0.49999999999999994,-0.8660254037844387,35.09,35.09,35.09,35.23,35.23,35.09,0.0,35.13666666666666,0.072295689141221,35.18333333333333,0.06893123494695974,0.0,0.0,0.0,0.0,35.098750305250135,35.12653635484841,1.0,0.997347228801516,0.0
1963-06-01,35.09,1963,6,2,1.2246467991473532e-16,-1.0,35.09,35.09,35.09,35.23,35.23,35.09,0.0,35.11333333333334,0.05715476068009758,35.17166666666667,0.07209001107482227,0.0,0.0,0.0,0.0,35.09437515262507,35.1160973963203,1.0,0.9976780552528077,0.0
1963-07-01,35.09,1963,7,3,-0.4999999999999997,-0.8660254037844388,35.09,35.09,35.09,35.09,35.23,35.09,0.0,35.09,0.0,35.160000000000004,0.07311261550001777,0.0,0.0,0.0,0.0,35.09218757631254,35.108640997371644,1.0,0.9980091012514221,0.0
1963-08-01,35.09,1963,8,3,-0.8660254037844385,-0.5000000000000004,35.09,35.09,35.09,35.09,35.23,35.09,0.0,35.09,0.0,35.14833333333333,0.07209001107483125,0.0,0.0,0.0,0.0,35.09109378815627,35.103314998122606,1.0,0.99834036701598,0.0
1963-09-01,35.09,1963,9,3,-1.0,-1.8369701987210297e-16,35.09,35.09,35.09,35.09,35.23,35.09,0.0,35.09,0.0,35.13666666666667,0.0689312349469777,0.0,0.0,0.0,0.0,35.09054689407814,35.09951071294472,1.0,0.9986718527653923,0.0
1963-10-01,35.09,1963,10,4,-0.8660254037844386,0.5000000000000001,35.09,35.09,35.09,35.09,35.23,35.09,0.0,35.09,0.0,35.125,0.06331738235975831,0.0,0.0,0.0,0.0,35.09027344703907,35.096793366389086,1.0,0.9990035587188613,0.0
1963-11-01,35.09,1963,11,4,-0.5000000000000004,0.8660254037844384,35.09,35.09,35.09,35.09,35.23,35.09,0.0,35.09,0.0,35.11333333333334,0.054494926089485494,0.0,0.0,0.0,0.0,35.090136723519535,35.09485240456364,1.0,0.99933548509588,0.0
1963-12-01,35.09,1963,12,4,-2.4492935982947064e-16,1.0,35.09,35.09,35.09,35.09,35.23,35.09,0.0,35.09,0.0,35.10166666666667,0.040414518840826884,0.0,0.0,0.0,0.0,35.09006836175977,35.09346600325974,1.0,0.9996676321162339,0.0
1964-01-01,35.1,1964,1,1,0.49999999999999994,0.8660254037844387,35.09,35.09,35.09,35.09,35.09,35.09,0.0,35.09,0.0,35.09,0.0,0.00999999999999801,0.00999999999999801,0.00028498147620403813,0.00028498147620403813,35.09003418087988,35.0924757166141,1.000284981476204,1.000284981476204,0.0
1964-02-01,35.1,1964,2,1,0.8660254037844386,0.5000000000000001,35.1,35.09,35.09,35.09,35.09,35.09333333333334,0.00577350267557232,35.091666666666676,0.004082483116294093,35.090833333333336,0.0028867513118222155,0.0,0.00999999999999801,0.0,0.00028498147620403813,35.09501709043994,35.09462551186722,1.000189969604863,1.00026122681612,0.00577350267557232
1964-03-01,35.1,1964,3,1,1.0,6.123233995736766e-17,35.1,35.1,35.09,35.09,35.09,35.096666666666664,0.005773502675562577,35.09333333333334,0.005163977962304839,35.09166666666667,0.0038924946954926516,0.0,0.00999999999999801,0.0,0.00028498147620403813,35.097508545219966,35.09616107990516,1.000094975781176,1.0002374732842556,0.005773502675562577
1964-04-01,35.1,1964,4,2,0.8660254037844387,-0.4999999999999998,35.1,35.1,35.1,35.09,35.09,35.1,0.0,35.095000000000006,0.005477225732874148,35.09250000000001,0.004522670146873382,0.0,0.0,0.0,0.0,35.09875427260998,35.09725791421797,1.0,1.0002137208805297,0.0
1964-05-01,35.1,1964,5,2,0.49999999999999994,-0.8660254037844387,35.1,35.1,35.1,35.09,35.09,35.1,0.0,35.09666666666667,0.005163977962373638,35.093333333333334,0.004923659619150279,0.0,0.0,0.0,0.0,35.099377136304994,35.09804136729855,1.0,1.0001899696048633,0.0
1964-06-01,35.1,1964,6,2,1.2246467991473532e-16,-1.0,35.1,35.1,35.1,35.09,35.09,35.1,0.0,35.098333333333336,0.00408248311646814,35.09416666666667,0.005149286486294248,0.0,0.0,0.0,0.0,35.0996885681525,35.09860097664182,1.0,1.0001662194571745,0.0
1964-07-01,35.1,1964,7,3,-0.4999999999999997,-0.8660254037844388,35.1,35.1,35.1,35.1,35.09,35.1,0.0,35.1,0.0,35.095,0.005222329659784432,0.0,0.0,0.0,0.0,35.099844284076255,35.0990006976013,1.0,1.0001424704373842,0.0
1964-08-01,35.1,1964,8,3,-0.8660254037844385,-0.5000000000000004,35.1,35.1,35.1,35.1,35.09,35.1,0.0,35.1,0.0,35.09583333333334,0.005149286486285834,0.0,0.0,0.0,0.0,35.099922142038125,35.09928621257235,1.0,1.0001187225454113,0.0
1964-09-01,35.1,1964,9,3,-1.0,-1.8369701987210297e-16,35.1,35.1,35.1,35.1,35.09,35.1,0.0,35.1,0.0,35.09666666666667,0.004923659619132679,0.0,0.0,0.0,0.0,35.09996107101907,35.099490151837394,1.0,1.0000949757811757,0.0
1964-10-01,35.1,1964,10,4,-0.8660254037844386,0.5000000000000001,35.1,35.1,35.1,35.1,35.09,35.1,0.0,35.1,0.0,35.097500000000004,0.004522670146844638,0.0,0.0,0.0,0.0,35.09998053550953,35.09963582274099,1.0,1.000071230144597,0.0
1964-11-01,35.1,1964,11,4,-0.5000000000000004,0.8660254037844384,35.1,35.1,35.1,35.1,35.09,35.1,0.0,35.1,0.0,35.098333333333336,0.003892494695448123,0.0,0.0,0.0,0.0,35.09999026775476,35.099739873386426,1.0,1.0000474856355952,0.0
1964-12-01,35.1,1964,12,4,-2.4492935982947064e-16,1.0,35.1,35.1,35.1,35.1,35.09,35.1,0.0,35.1,0.0,35.09916666666667,0.0028867513117471627,0.0,0.0,0.0,0.0,35.099995133877385,35.09981419527602,1.0,1.0000237422540896,0.0
1965-01-01,35.12,1965,1,1,0.49999999999999994,0.8660254037844387,35.1,35.1,35.1,35.1,35.1,35.1,0.0,35.1,0.0,35.1,0.0,0.01999999999999602,0.01999999999999602,0.0005698005698004938,0.0005698005698004938,35.0999975669387,35.099867282340014,1.0005698005698005,1.0005698005698005,0.0
1965-02-01,35.12,1965,2,1,0.8660254037844386,0.5000000000000001,35.12,35.1,35.1,35.1,35.1,35.10666666666667,0.011547005375616773,35.10333333333333,0.008164965915259257,35.10166666666667,0.005773502674785404,0.0,0.01999999999999602,0.0,0.0005698005698004938,35.10999878346935,35.105619487385724,1.000379794910748,1.0005222923887753,0.011547005375616773
1965-03-01,35.12,1965,3,1,1.0,6.123233995736766e-17,35.12,35.12,35.1,35.1,35.1,35.11333333333334,0.011547005375616773,35.10666666666666,0.010327955673709088,35.10333333333333,0.007784989428920415,0.0,0.01999999999999602,0.0,0.0005698005698004938,35.11499939173467,35.109728205275516,1.000189861401177,1.00047478871902,0.011547005375616773
1965-04-01,35.12,1965,4,2,0.8660254037844387,-0.4999999999999998,35.12,35.12,35.12,35.1,35.1,35.12,0.0,35.11,0.010954451229167547,35.105,0.009045340326402952,0.0,0.0,0.0,0.0,35.11749969586734,35.112663003768226,1.0,1.0004272895598918,0.0
1965-05-01,35.12,1965,5,2,0.49999999999999994,-0.8660254037844387,35.12,35.12,35.12,35.1,35.1,35.12,0.0,35.11333333333334,0.010327955673785456,35.10666666666667,0.00984731926830347,0.0,0.0,0.0,0.0,35.11874984793367,35.11475928840588,1.0,1.000379794910748,0.0
1965-06-01,35.12,1965,6,2,1.2246467991473532e-16,-1.0,35.12,35.12,35.12,35.1,35.1,35.12,0.0,35.11666666666667,0.008164965915452103,35.108333333333334,0.010298573001282778,0.0,0.0,0.0,0.0,35.11937492396683,35.11625663457563,1.0,1.000332304770947,0.0
1965-07-01,35.12,1965,7,3,-0.4999999999999997,-0.8660254037844388,35.12,35.12,35.12,35.12,35.1,35.12,0.0,35.12,0.0,35.11000000000001,0.010444659347867733,0.0,0.0,0.0,0.0,35.11968746198342,35.11732616755402,1.0,1.000284819139846,0.0
1965-08-01,35.12,1965,8,3,-0.8660254037844385,-0.5000000000000004,35.12,35.12,35.12,35.12,35.1,35.12,0.0,35.12,0.0,35.111666666666665,0.01029857300127797,0.0,0.0,0.0,0.0,35.119843730991704,35.11809011968144,1.0,1.0002373380168035,0.0
1965-09-01,35.12,1965,9,3,-1.0,-1.8369701987210297e-16,35.12,35.12,35.12,35.12,35.1,35.12,0.0,35.12,0.0,35.11333333333333,0.009847319268293412,0.0,0.0,0.0,0.0,35.119921865495854,35.118635799772456,1.0,1.0001898614011773,0.0
1965-10-01,35.12,1965,10,4,-0.8660254037844386,0.5000000000000001,35.12,35.12,35.12,35.12,35.1,35.12,0.0,35.12,0.0,35.115,0.009045340326386528,0.0,0.0,0.0,0.0,35.11996093274793,35.11902557126604,1.0,1.0001423892923251,0.0
1965-11-01,35.12,1965,11,4,-0.5000000000000004,0.8660254037844384,35.12,35.12,35.12,35.12,35.1,35.12,0.0,35.12,0.0,35.11666666666667,0.007784989428894969,0.0,0.0,0.0,0.0,35.11998046637396,35.119303979475745,1.0,1.000094921689606,0.0
1965-12-01,35.12,1965,12,4,-2.4492935982947064e-16,1.0,35.12,35.12,35.12,35.12,35.1,35.12,0.0,35.12,0.0,35.11833333333333,0.005773502674742514,0.0,0.0,0.0,0.0,35.11999023318698,35.119502842482675,1.0,1.0000474585923782,0.0
1966-01-01,35.13,1966,1,1,0.49999999999999994,0.8660254037844387,35.12,35.12,35.12,35.12,35.12,35.12,0.0,35.12,0.0,35.12,0.0,0.010000000000005116,0.010000000000005116,0.0002847380410024858,0.0002847380410024858,35.119995116593486,35.119644887487624,1.0002847380410025,1.0002847380410025,0.0
1966-02-01,35.13,1966,2,1,0.8660254037844386,0.5000000000000001,35.13,35.12,35.12,35.12,35.12,35.12333333333333,0.005773502675562576,35.12166666666666,0.004082483117134046,35.12083333333333,0.002886751311637797,0.0,0.010000000000005116,0.0,0.0002847380410024858,35.12499755829674,35.12260349106259,1.0001898073455444,1.0002610036777793,0.005773502675562576
1966-03-01,35.13,1966,3,1,1.0,6.123233995736766e-17,35.13,35.13,35.12,35.12,35.12,35.126666666666665,0.005773502675566166,35.123333333333335,0.005163977962973422,35.12166666666666,0.0038924946953620997,0.0,0.010000000000005116,0.0,0.0002847380410024858,35.12749877914837,35.12471677933043,1.00009489466692,1.0002372704408486,0.005773502675566166
1966-04-01,35.13,1966,4,2,0.8660254037844387,-0.4999999999999998,35.13,35.13,35.13,35.12,35.12,35.13,0.0,35.125,0.005477225733508298,35.122499999999995,0.004522670146766247,0.0,0.0,0.0,0.0,35.12874938957418,35.126226270950305,1.0,1.0002135383301305,0.0
1966-05-01,35.13,1966,5,2,0.49999999999999994,-0.8660254037844387,35.13,35.13,35.13,35.12,35.12,35.13,0.0,35.126666666666665,0.005163977963049237,35.12333333333333,0.0049236596190565555,0.0,0.0,0.0,0.0,35.12937469478709,35.12730447925021,1.0,1.0001898073455444,0.0
1966-06-01,35.13,1966,6,2,1.2246467991473532e-16,-1.0,35.13,35.13,35.13,35.12,35.12,35.13,0.0,35.12833333333334,0.004082483117323351,35.12416666666666,0.005149286486209003,0.0,0.0,0.0,0.0,35.12968734739354,35.12807462803587,1.0,1.0001660774870107,0.0
1966-07-01,35.13,1966,7,3,-0.4999999999999997,-0.8660254037844388,35.13,35.13,35.13,35.13,35.12,35.13,0.0,35.13,0.0,35.125,0.005222329659704581,0.0,0.0,0.0,0.0,35.12984367369677,35.12862473431133,1.0,1.0001423487544485,0.0
1966-08-01,35.13,1966,8,3,-0.8660254037844385,-0.5000000000000004,35.13,35.13,35.13,35.13,35.12,35.13,0.0,35.13,0.0,35.12583333333334,0.005149286486209003,0.0,0.0,0.0,0.0,35.12992183684838,35.12901766736523,1.0,1.0001186211477782,0.0
1966-09-01,35.13,1966,9,3,-1.0,-1.8369701987210297e-16,35.13,35.13,35.13,35.13,35.12,35.13,0.0,35.13,0.0,35.12666666666667,0.0049236596190565555,0.0,0.0,0.0,0.0,35.12996091842419,35.12929833383231,1.0,1.0000948946669197,0.0
1966-10-01,35.13,1966,10,4,-0.8660254037844386,0.5000000000000001,35.13,35.13,35.13,35.13,35.12,35.13,0.0,35.13,0.0,35.127500000000005,0.004522670146766246,0.0,0.0,0.0,0.0,35.12998045921209,35.12949880988022,1.0,1.0000711693117927,0.0
1966-11-01,35.13,1966,11,4,-0.5000000000000004,0.8660254037844384,35.13,35.13,35.13,35.13,35.12,35.13,0.0,35.13,0.0,35.12833333333334,0.0038924946953620997,0.0,0.0,0.0,0.0,35.12999022960605,35.1296420070573,1.0,1.0000474450823171,0.0
1966-12-01,35.13,1966,12,4,-2.4492935982947064e-16,1.0,35.13,35.13,35.13,35.13,35.12,35.13,0.0,35.13,0.0,35.12916666666667,0.0028867513116377966,0.0,0.0,0.0,0.0,35.12999511480302,35.12974429075521,1.0,1.000023721978413,0.0
1967-01-01,34.95,1967,1,1,0.49999999999999994,0.8660254037844387,35.13,35.13,35.13,35.13,35.13,35.13,0.0,35.13,0.0,35.13,0.0,-0.17999999999999972,-0.17999999999999972,-0.005123825789923098,-0.005123825789923098,35.12999755740151,35.12981735053944,0.9948761742100769,0.9948761742100769,0.0
1967-02-01,34.95,1967,2,1,0.8660254037844386,0.5000000000000001,34.95,35.13,35.13,35.13,35.13,35.07,0.10392304845322217,35.1,0.07348469229526741,35.115,0.051961524225157894,0.0,-0.17999999999999972,0.0,-0.005123825789923098,35.039998778700756,35.07844096467103,0.9965782720273739,0.9953011533532679,0.10392304845322217
1967-03-01,34.95,1967,3,1,1.0,6.123233995736766e-17,34.95,34.95,35.13,35.13,35.13,35.01,0.1039230484532196,35.07,0.09295160031824772,35.1,0.07006490497312004,0.0,-0.17999999999999972,0.0,-0.005123825789923098,34.99499938935038,35.041743546193594,0.9982862039417311,0.9957264957264957,0.1039230484532196
1967-04-01,34.95,1967,4,2,0.8660254037844387,-0.4999999999999998,34.95,34.95,34.95,35.13,35.13,34.95,0.0,35.04,0.09859006035963429,35.085,0.08140806303477514,0.0,0.0,0.0,0.0,34.97249969467519,35.015531104424,1.0,0.9961522017956392,0.0
1967-05-01,34.95,1967,5,2,0.49999999999999994,-0.8660254037844387,34.95,34.95,34.95,35.13,35.13,34.95,0.0,35.01,0.09295160031817272,35.07,0.08862587350399605,0.0,0.0,0.0,0.0,34.9612498473376,34.99680793173143,1.0,0.9965782720273739,0.0
1967-06-01,34.95,1967,6,2,1.2246467991473532e-16,-1.0,34.95,34.95,34.95,35.13,35.13,34.95,0.0,34.980000000000004,0.0734846922950777,35.05500000000001,0.0926871570969226,0.0,0.0,0.0,0.0,34.9556249236688,34.98343423695103,1.0,0.9970047068891741,0.0
1967-07-01,34.95,1967,7,3,-0.4999999999999997,-0.8660254037844388,34.95,34.95,34.95,34.95,35.13,34.95,0.0,34.95,0.0,35.040000000000006,0.094001934215014,0.0,0.0,0.0,0.0,34.9528124618344,34.973881597822164,1.0,0.9974315068493149,0.0
1967-08-01,34.95,1967,8,3,-0.8660254037844385,-0.5000000000000004,34.95,34.95,34.95,34.95,35.13,34.95,0.0,34.95,0.0,35.025,0.09268715709691899,0.0,0.0,0.0,0.0,34.9514062309172,34.96705828415869,1.0,0.9978586723768738,0.0
1967-09-01,34.95,1967,9,3,-1.0,-1.8369701987210297e-16,34.95,34.95,34.95,34.95,35.13,34.95,0.0,34.95,0.0,35.01,0.08862587350398853,0.0,0.0,0.0,0.0,34.9507031154586,34.96218448868478,1.0,0.9982862039417311,0.0
1967-10-01,34.95,1967,10,4,-0.8660254037844386,0.5000000000000001,34.95,34.95,34.95,34.95,35.13,34.95,0.0,34.95,0.0,34.995000000000005,0.08140806303476218,0.0,0.0,0.0,0.0,34.950351557729306,34.95870320620341,1.0,0.9987141020145734,0.0
1967-11-01,34.95,1967,11,4,-0.5000000000000004,0.8660254037844384,34.95,34.95,34.95,34.95,35.13,34.95,0.0,34.95,0.0,34.980000000000004,0.07006490497310021,0.0,0.0,0.0,0.0,34.950175778864654,34.95621657585958,1.0,0.9991423670668953,0.0
1967-12-01,34.95,1967,12,4,-2.4492935982947064e-16,1.0,34.95,34.95,34.95,34.95,35.13,34.95,0.0,34.95,0.0,34.965,0.05196152422512472,0.0,0.0,0.0,0.0,34.950087889432325,34.95444041132827,1.0,0.9995709995709996,0.0
1968-01-01,35.5,1968,1,1,0.49999999999999994,0.8660254037844387,34.95,34.95,34.95,34.95,34.95,34.95,0.0,34.95,0.0,34.95,0.0,0.5499999999999972,0.5499999999999972,0.01573676680972813,0.01573676680972813,34.950043944716164,34.953171722377334,1.0157367668097281,1.0157367668097281,0.0
1968-02-01,36.0,1968,2,1,0.8660254037844386,0.5000000000000001,35.5,34.95,34.95,34.95,34.95,35.13333333333333,0.3175426480540006,35.041666666666664,0.22453655975894662,34.99583333333334,0.1587713240265136,0.5,1.0499999999999972,0.014084507042253502,0.030042918454935563,35.22502197235808,35.10940837312667,1.0246679316888045,1.0286938921300153,0.3175426480540006
1968-03-01,37.0,1968,3,1,1.0,6.123233995736766e-17,36.0,35.5,34.95,34.95,34.95,35.48333333333333,0.525198375219455,35.21666666666667,0.44234225060288074,35.083333333333336,0.3291402943018897,1.0,2.049999999999997,0.02777777777777768,0.05865522174535043,35.61251098617904,35.36386312366191,1.0427430718647255,1.0546318289786223,0.525198375219455
1968-04-01,37.86,1968,4,2,0.8660254037844387,-0.4999999999999998,37.0,36.0,35.5,34.95,34.95,36.166666666666664,0.7637626158258699,35.55833333333334,0.8230532587071743,35.25416666666667,0.6394096472289922,0.8599999999999994,2.3599999999999994,0.023243243243243228,0.06647887323943658,36.30625549308952,35.831330802615646,1.046820276497696,1.0739156128117242,0.7637626158258699
1968-05-01,40.7,1968,5,2,0.49999999999999994,-0.8660254037844387,37.86,37.0,36.0,34.95,34.95,36.95333333333334,0.930877722009285,36.04333333333334,1.1750177303635083,35.49666666666667,0.9765182429364523,2.8400000000000034,4.700000000000003,0.07501320655044919,0.13055555555555554,37.08312774654476,36.41095057329689,1.1013891394551685,1.1465865339468495,0.930877722009285
1968-06-01,41.14,1968,6,2,1.2246467991473532e-16,-1.0,40.7,37.86,37.0,34.95,34.95,38.52,1.936285102974222,37.001666666666665,2.0919886870317517,35.975833333333334,1.7712371553820516,0.4399999999999977,4.140000000000001,0.0108108108108107,0.11189189189189186,38.89156387327238,37.63639326664063,1.0680166147455867,1.143545435593338,1.936285102974222
1968-07-01,39.46,1968,7,3,-0.4999999999999997,-0.8660254037844388,41.14,40.7,37.86,35.5,34.95,39.900000000000006,1.7803370467414052,38.03333333333334,2.383800886540038,36.49166666666667,2.2750298033345566,-1.6799999999999997,1.6000000000000014,-0.04083616917841515,0.042260961436872746,40.01578193663619,38.63742376188617,0.9889724310776942,1.081342772322448,1.7803370467414052
1968-08-01,39.19,1968,8,3,-0.8660254037844385,-0.5000000000000004,39.46,41.14,40.7,36.0,34.95,40.43333333333333,0.8711677986089956,38.693333333333335,2.0696151010922836,36.8675,2.3678264870397823,-0.2700000000000031,-1.5100000000000051,-0.006842372022301091,-0.03710073710073725,39.7378909683181,38.87244554420441,0.9692497938994229,1.0629958635654708,0.8711677986089956
1968-09-01,40.18,1968,9,3,-1.0,-1.8369701987210297e-16,39.19,39.46,41.14,37.0,34.95,39.93,1.0565509926169745,39.225,1.5945626359609333,37.22083333333334,2.3720281246735513,0.990000000000002,-0.9600000000000009,0.025261546312834948,-0.02333495381623729,39.46394548415905,38.96317538871744,1.0062609566741798,1.0795029665286016,1.0565509926169745
1968-10-01,39.21,1968,10,4,-0.8660254037844386,0.5000000000000001,40.18,39.19,39.46,37.86,34.95,39.61000000000001,0.5117616632768752,39.755,1.1822986086445357,37.65666666666667,2.3972003873205137,-0.9699999999999989,-0.25,-0.024141363862618226,-0.006335529650278726,39.821972742079524,39.3108395633696,0.9899015400151475,1.041249889351155,0.5117616632768752
1968-11-01,39.78,1968,11,4,-0.5000000000000004,0.8660254037844384,39.21,40.18,39.19,40.7,34.95,39.526666666666664,0.5658916268449713,39.98,0.8235775616193393,38.01166666666666,2.2720988828247055,0.5700000000000003,0.5900000000000034,0.014537107880642663,0.01505486093391184,39.51598637103976,39.28202825954971,1.0064091752403441,1.046520805016004,0.5658916268449713
1968-12-01,41.08,1968,12,4,-2.4492935982947064e-16,1.0,39.78,39.21,40.18,41.14,34.95,39.723333333333336,0.48747649515976127,39.82666666666667,0.744571465119022,38.41416666666667,2.101858304770638,1.2999999999999972,0.8999999999999986,0.03267973856209139,0.022399203583872485,39.64799318551988,39.424305899678366,1.0341528908282285,1.0693971408117664,0.48747649515976127
1969-01-01,42.3,1969,1,1,0.49999999999999994,0.8660254037844387,41.08,39.78,39.21,39.46,35.5,40.02333333333333,0.9584536156399235,39.81666666666667,0.7235099630754818,38.925000000000004,1.920480526989393,1.2199999999999989,3.0899999999999963,0.02969814995131448,0.0788064269319051,40.36399659275994,39.89736135691312,1.0568834846339634,1.0867052023121386,0.9584536156399235
1969-02-01,42.6,1969,2,1,0.8660254037844386,0.5000000000000001,42.3,41.08,39.78,39.19,36.0,41.053333333333335,1.2602116224401512,40.29,1.2093634689384871,39.49166666666667,1.818525043361618,0.30000000000000426,2.8200000000000003,0.007092198581560405,0.07088989441930615,41.331998296379965,40.58382954065223,1.0376745696654759,1.07870858830977,1.2602116224401512
1969-03-01,43.16,1969,3,1,1.0,6.123233995736766e-17,42.6,42.3,41.08,40.18,37.0,41.99333333333333,0.805067284972655,40.85833333333333,1.378468957455965,40.041666666666664,1.6574176701524028,0.5599999999999952,2.0799999999999983,0.01314553990610312,0.05063291139240511,41.96599914818998,41.15987824332302,1.0277821876488331,1.0778772112382935,0.805067284972655
1969-04-01,43.31,1969,4,2,0.8660254037844387,-0.4999999999999998,43.16,42.6,42.3,39.21,37.86,42.68666666666667,0.4365012409297787,41.355,1.6036427282918058,40.555,1.581929201955677,0.15000000000000568,1.0100000000000051,0.0034754402224284053,0.02387706855791971,42.56299957409499,41.73134160237358,1.0146025300640324,1.0679324374306498,0.4365012409297787
1969-05-01,43.46,1969,5,2,0.49999999999999994,-0.8660254037844387,43.31,43.16,42.6,39.78,40.7,43.02333333333333,0.374210279566496,42.038333333333334,1.3621808494726466,41.009166666666665,1.51894974680978,0.14999999999999858,0.8599999999999994,0.0034634033710458922,0.020187793427230094,42.936499787047495,42.18238685883827,1.0101495312621058,1.0597630611042248,0.374210279566496
1969-06-01,41.44,1969,6,2,1.2246467991473532e-16,-1.0,43.46,43.31,43.16,41.08,41.14,43.31,0.14999999999967514,42.651666666666664,0.8878832505854402,41.23916666666667,1.6693899720520846,-2.020000000000003,-1.7199999999999989,-0.0464795213989877,-0.03985171455050973,43.19824989352375,42.547419184884475,0.9568229046409604,1.004869965849617,0.14999999999967514
1969-07-01,41.76,1969,7,3,-0.4999999999999997,-0.8660254037844388,41.44,43.46,43.31,42.3,39.46,42.73666666666667,1.125448058922866,42.711666666666666,0.7639480785172392,41.26416666666667,1.6700161040777335,0.3200000000000003,-1.5500000000000043,0.007722007722007707,-0.035788501500808256,42.319124946761875,42.23101370348891,0.9771468684189999,1.0120160752872749,1.125448058922866
1969-08-01,41.09,1969,8,3,-0.8660254037844385,-0.5000000000000004,41.76,41.44,43.46,42.6,39.19,42.22,1.0857255638511585,42.62166666666667,0.8491976605420924,41.45583333333333,1.5733141530675385,-0.6699999999999946,-2.3699999999999974,-0.016044061302681878,-0.054532903819604184,42.03956247338094,42.09643835963494,0.9732354334438655,0.9911753472571212,1.0857255638511585
1969-09-01,40.87,1969,9,3,-1.0,-1.8369701987210297e-16,41.09,41.76,41.44,43.16,40.18,41.43,0.33511192160218267,42.37,1.055575672324557,41.61416666666667,1.4118811328626601,-0.22000000000000597,-0.5700000000000003,-0.005354100754441649,-0.013754826254826269,41.56478123669047,41.80888454259639,0.986483224716389,0.9821174680096921,0.33511192160218267
1969-10-01,40.44,1969,10,4,-0.8660254037844386,0.5000000000000001,40.87,41.09,41.76,43.31,39.21,41.24,0.4635730794598697,41.98833333333334,1.1245517625569885,41.67166666666667,1.3613084169507024,-0.4299999999999997,-1.3200000000000003,-0.01052116466846098,-0.031609195402298895,41.217390618345235,41.54063181614028,0.9806013579049465,0.970443546774387,0.4635730794598697
1969-11-01,37.4,1969,11,4,-0.5000000000000004,0.8660254037844384,40.44,40.87,41.09,43.46,39.78,40.800000000000004,0.33060550509617925,41.51,1.0583761146224238,41.774166666666666,1.1952896821451515,-3.039999999999999,-3.690000000000005,-0.0751730959446093,-0.08980287174495027,40.828695309172616,41.22616558295734,0.9166666666666665,0.8952901514093639,0.33060550509617925
